id,Name,Description,Building_type,Property_type,Amenities,host_id,Host_name,Host_identity_verified,Host_Experience,Host_fee,Neighbourhood,State,Zipcode,Currency,Season,Instant_bookable,Construction_year,Accommodation_year,Commission,Booking_total,Status,Bookings,Service_fee,Cancellation_Policy,Food_cost,Food_type,Minimum_nights,Reviews,Reviews_per_month,Review_rate_number,House_rules,Host_Revenue,Platform_Revenue,Total_Revenue,Year
6323336,The Ultimate Escape,Huge Designer Room | Lower East Side /East Village,Apartment,Unconventional,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Pool' 'Free parking' 'Heaters']",8503454,Zel,confirmed,Experienced,0.16,Richmond in Melbourne,Melbourne,1441,usd,Non Holiday Season,No,27-12-2010,27-12-2011,0.13,85.67,confirmed,898,0.44,Strict,58.47,['Cereals' 'Fruits' 'Vegetables' 'OJ' 'Eggs'],150,It would be my pleasure to host them again anytime. They left the place so spotless; I could not even tell if they stayed in the home! Thanks so much! I sincerely hope to host you again,6.64,7,"My ideal guests would be warm, friendly, and respectful of sharing my home and its rhythms.",37.2742,12.5496,115.7032,2011
3883405,Singtom Resort,"Nice, clean, safe, convenient 3BR",Private room,Townhouse,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Heaters' 'Iron and iron board'
 'Smart locks for self check-in']",2263259,Andrews,confirmed,Inexperienced,0.15,Capucins in France,France,4698,usd,Holiday Season,No,08-07-2017,08-07-2018,0.11,80.96,confirmed,588,0.25,Strict,41.37,['Cereals' 'Fruits' 'Vegetables' 'OJ' 'Eggs'],492,It would be my pleasure to host them again anytime. They left the place so spotless; I could not even tell if they stayed in the home! Thanks so much! I sincerely hope to host you again,3.48,9, I have a cute and quiet mixed chihuahua.,35.24,8.4564,87.4952,2018
6013440,La Belle Vie,Cozy Apt near JFK,Private room,Unconventional,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Smart locks for self check-in' 'Air conditioning'
 'LED TV']",6261220,Yao & Rain,confirmed,Inexperienced,0.14,Hammerbrook in Germany,Germany,6705,usd,Non Holiday Season,Yes,14-03-2020,14-03-2021,0.11,72.23,not confirmed,678,0,Flexible,17.97,['Cereals' 'Fruits' 'Vegetables' 'Milk' 'OJ'],44,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,6.35,7,Clean up and treat the home the way you'd like your home to be treated,32.3352,12.0015,47.1384,2021
9882726,East Shore Hideaway,Sanctuary in East Flatbush,Apartment,Villa,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Washer and Dryer' 'Smart locks for self check-in'
 'Coffee machine']",7344786,Mariia,not confirmed,Moderately Experienced,0,Poncey-Highland in  Georgia,Hawaii,6074,usd,Non Holiday Season,Yes,04-01-2014,04-01-2015,0.15,82.12,not confirmed,397,0,Flexible,10.28,['Cereals' 'Fruits' 'Vegetables' 'Bread and Jam' 'Milk'],269,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,3.87,7," I am allergic to cigarettes, so no smoking please, not even in the yard. A quiet homecoming is much appreciated at the end of the evening's nightlife.",23.212,7.3143,35.0579,2015
1532301,Radcliff Refuge,Large Cozy 1 BR Apartment In Midtown East,Shared room,Townhouse,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Washer and Dryer' 'Air conditioning' 'Heaters']",3640233,Suzanne,not confirmed,Inexperienced,0,Triana in Spain,Spain,4912,usd,Non Holiday Season,Yes,12-09-2011,12-09-2012,0.12,87.9,confirmed,757,0.49,Strict,11.54,['Cereals' 'Fruits' 'Vegetables' 'Milk' 'Bread and Jam'],393,It would be my pleasure to host them again anytime. They left the place so spotless; I could not even tell if they stayed in the home! Thanks so much! I sincerely hope to host you again,6.83,3,Pet friendly but please confirm with me if the pet you are planning on bringing with you is OK,23.79,5.5323,77.7803,2012
3633096,Junoon In The Hills,Zen Yankee Stadium Pad 5 Minutes To Manhattan!,Apartment,Villa,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Heaters' 'Washer and Dryer'
 'Smart locks for self check-in']",8446043,Stewart,not confirmed,Moderately Experienced,0,The Bukit Peninsula in  Indonesia,Georgia,4206,usd,Non Holiday Season,Yes,16-01-2009,16-01-2010,0.1,76.89,not confirmed,323,0,Flexible,28.03,['Cereals' 'Fruits' 'Vegetables' 'Bread and Jam' 'Eggs'],87,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,2.94,1,Clean up and treat the home the way you'd like your home to be treated,22.689,0.7938,46.1305,2010
2408936,Singtom Resort,Authentic New York City Living,Private room,Villa,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Smart locks for self check-in' 'Air conditioning'
 'Free parking']",7300147,Grant,confirmed,Moderately Experienced,0.13,Meireles in Brazil,Brazil,3102,usd,Non Holiday Season,No,23-04-2021,23-04-2022,0.11,74.16,not confirmed,506,0,Flexible,45.13,['Cereals' 'Fruits' 'Vegetables' 'Yogurt' 'Milk'],406,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",8.94,1,"My ideal guests would be warm, friendly, and respectful of sharing my home and its rhythms.",32.0568,2.4138,64.7686,2022
7698712,The Inn at Shorewood Township,Hospitality on Propsect Pk-12 yrs Hosting Legally!,Private room,Bed & Breakfast,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Pool' 'Air conditioning'
 'Smart locks for self check-in']",4227318,Mariia,confirmed,Inexperienced,0.15,Triana in Spain,Spain,4536,usd,Holiday Season,No,04-05-2020,04-05-2021,0.13,78.05,confirmed,602,0.6,Flexible,12.55,['Cereals' 'Fruits' 'Vegetables' 'Juices' 'Milk'],317,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,1.98,4,Clean up and treat the home the way you'd like your home to be treated,34.5125,2.1384,78.8599,2021
3987828,Williamsburg Abode,Upper East Side 3 bed/3 bath Skyline view!,Entire house,Unconventional,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Heaters' 'Iron and iron board'
 'Smart locks for self check-in']",6663111,Studioplus,confirmed,Moderately Experienced,0.13,Roma Sur in MexicoCity,MexicoCity,1102,usd,Holiday Season,Yes,08-01-2017,08-01-2018,0.12,83.14,not confirmed,224,0,Moderate,42.06,['Cereals' 'Fruits' 'Vegetables' 'Muffins' 'Milk'],487,It would be my pleasure to host them again anytime. They left the place so spotless; I could not even tell if they stayed in the home! Thanks so much! I sincerely hope to host you again,6.62,5,"My ideal guests would be warm, friendly, and respectful of sharing my home and its rhythms.",34.1222,8.937,68.4912,2018
7307881,The Bungalow at 7th Avenue,The Brownstone-Luxury 1 Bd Apt/NYC,Entire house,Condominium,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Iron and iron board' 'Washer and Dryer'
 'Smart locks for self check-in']",2675529,Johnson,confirmed,Moderately Experienced,0.13,The Bukit Peninsula in  Indonesia,London,8487,usd,Non Holiday Season,Yes,11-07-2009,11-07-2010,0.11,80.47,confirmed,399,0.78,Moderate,17.51,['Cereals' 'Fruits' 'Vegetables' 'Bread and Jam' 'Milk'],67,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,4.31,6,Also friends traveling together could sleep in separate beds for an extra fee (the second bed is either a sofa bed or inflatable bed). Smoking is only allowed on the porch.,33.5081,6.9822,104.6729,2010
3983845,Rockaway Beach Villa,UWS Brownstone Near Central Park,Private room,Unconventional,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Free parking' 'Smart locks for self check-in' 'Pool']",4980312,Diana And Peter,confirmed,Experienced,0.12,Poncey-Highland in  Georgia,Colorado,4458,usd,Holiday Season,Yes,11-11-2011,11-11-2012,0.1,87.43,not confirmed,134,0,Moderate,48.14,['Cereals' 'Fruits' 'Vegetables' 'Milk' 'OJ'],408,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,7.99,10,Clean up and treat the home the way you'd like your home to be treated,34.2346,21.573,123.772,2012
5330510,The Ruby Garden,Queens Artist' Corner,Entire house,Cabin,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Coffee machine' 'Pool' 'Heaters']",8360011,David,not confirmed,Inexperienced,0,The Bukit Peninsula in  Indonesia,Hawaii,9322,usd,Non Holiday Season,No,04-11-2022,04-11-2023,0.1,83.88,confirmed,317,0.67,Strict,15.74,['Cereals' 'Fruits' 'Vegetables' 'Yogurt' 'Muffins'],172,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,4.69,4," I am allergic to cigarettes, so no smoking please, not even in the yard. A quiet homecoming is much appreciated at the end of the evening's nightlife.",23.388,5.0652,94.5212,2023
2721528,Sandy Beachfront Oasis,Williamsburg Home Away From Home!Brand New Beautiful Duplex Apartment with Garden,Private room,Loft,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'LED TV' 'Pool' 'Washer and Dryer']",1571522,Zel,confirmed,Inexperienced,0.11,District VII in  Hungary,Germany,1778,usd,Non Holiday Season,Yes,12-07-2021,12-07-2022,0.11,85.55,confirmed,659,0.39,Strict,39.67,['Cereals' 'Fruits' 'Vegetables' 'Juices' 'Muffins'],474,It would be my pleasure to host them again anytime. They left the place so spotless; I could not even tell if they stayed in the home! Thanks so much! I sincerely hope to host you again,2.43,2," I am allergic to cigarettes, so no smoking please, not even in the yard. A quiet homecoming is much appreciated at the end of the evening's nightlife.",32.9655,1.3122,91.9132,2022
7780042,The Artist’s Studio,Park Slope haven 15 mins from Soho,Shared room,Loft,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Iron and iron board' 'Washer and Dryer' 'LED TV']",4507053,Johnson,not confirmed,Inexperienced,0,Triana in Spain,Spain,8418,usd,Non Holiday Season,No,21-07-2022,21-07-2023,0.1,78.41,confirmed,884,0.54,Moderate,55.05,['Cereals' 'Fruits' 'Vegetables' 'Yogurt' 'Muffins'],265,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",4.33,9,Also friends traveling together could sleep in separate beds for an extra fee (the second bed is either a sofa bed or inflatable bed). Smoking is only allowed on the porch.,22.841,10.5219,125.2656,2023
7273819,The Chalet,Female Only Clean15min to Manhattan,Apartment,Loft,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Iron and iron board' 'Heaters' 'Free parking']",7294823,Reed,confirmed,Experienced,0.13,Roma Sur in MexicoCity,MexicoCity,8070,usd,Non Holiday Season,Yes,19-11-2013,19-11-2014,0.13,68.38,confirmed,749,0.48,Moderate,33.82,['Cereals' 'Fruits' 'Vegetables' 'Milk' 'Yogurt'],191,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",5.85,9,Pet friendly but please confirm with me if the pet you are planning on bringing with you is OK,30.7274,14.2155,90.927,2014
2369959,Junoon In The Hills,Quiet One Bedroom in Park Slope,Shared room,Townhouse,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Free parking' 'Heaters' 'Air conditioning']",7362932,Jsun,confirmed,Inexperienced,0.15,The Bukit Peninsula in  Indonesia,Queensland,4424,usd,Holiday Season,Yes,19-04-2012,19-04-2013,0.11,88.7,not confirmed,46,0,Moderate,35.37,['Cereals' 'Fruits' 'Vegetables' 'Juices' 'Eggs'],447,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,9.61,2,I could accept more guests (for an extra fee) but this also needs to be confirmed beforehand.,37.175,5.1894,58.2204,2013
1860617,Cozy Cool Cabin,Stylish Large Gramercy Loft!,Apartment,Condominium,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Iron and iron board' 'Coffee machine'
 'Smart locks for self check-in']",8486119,Diego,not confirmed,Moderately Experienced,0,Oak Lawn in  Texas,Florida,7974,usd,Holiday Season,Yes,22-02-2018,22-02-2019,0.11,79.54,not confirmed,145,0,Flexible,54.85,['Cereals' 'Fruits' 'Vegetables' 'Muffins' 'Bread and Jam'],209,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",1.96,2,Clean up and treat the home the way you'd like your home to be treated,22.954,1.0584,73.2946,2019
7086435,The Sunset,Artsy 1 bedroom Apt. 20 min to 42nd Grand Central!,Shared room,Villa,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Washer and Dryer' 'Pool' 'Heaters']",8528656,Jenna,not confirmed,Moderately Experienced,0,Roma Sur in MexicoCity,MexicoCity,6872,usd,Holiday Season,No,04-03-2017,04-03-2018,0.12,73.51,not confirmed,85,0,Flexible,45.69,['Cereals' 'Fruits' 'Vegetables' 'Juices' 'Milk'],298,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,6.01,10, I have a cute and quiet mixed chihuahua.,22.351,16.227,79.1223,2018
5199481,Hawthorne Crown Jewel,Huge Chelsea Loft,Entire house,Loft,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Free parking' 'Pool' 'Iron and iron board']",9786100,Layla,confirmed,Experienced,0.15,Constitución in Argentina,Argentina,1953,usd,Non Holiday Season,No,27-01-2011,27-01-2012,0.11,83.23,not confirmed,267,0,Moderate,31.11,['Cereals' 'Fruits' 'Vegetables' 'Muffins' 'Eggs'],328,It would be my pleasure to host them again anytime. They left the place so spotless; I could not even tell if they stayed in the home! Thanks so much! I sincerely hope to host you again,1.65,5,"My ideal guests would be warm, friendly, and respectful of sharing my home and its rhythms.",35.8075,2.2275,67.211,2012
4402557,The Johnston’s Brownstone Inn,"Modern Brooklyn Apt., August sublet",Private room,Unconventional,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Coffee machine' 'Iron and iron board' 'Pool']",8918379,Sam,confirmed,Experienced,0.16,Capucins in France,France,1576,usd,Non Holiday Season,No,04-09-2016,04-09-2017,0.13,68.6,confirmed,924,0.6,Moderate,25.48,['Cereals' 'Fruits' 'Vegetables' 'Yogurt' 'Bread and Jam'],302,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,8.19,4,Pet friendly but please confirm with me if the pet you are planning on bringing with you is OK,32.836,8.8452,71.8904,2017
7173987,West Shore Country Hale,Beautiful 1br on Upper West Side,Apartment,Condominium,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Washer and Dryer' 'Smart locks for self check-in'
 'Coffee machine']",4295056,Andrew,not confirmed,Moderately Experienced,0,The Bukit Peninsula in  Indonesia,Maine,7432,usd,Holiday Season,Yes,01-07-2013,01-07-2014,0.14,87.8,confirmed,770,0.31,Strict,16.85,['Cereals' 'Fruits' 'Vegetables' 'Muffins' 'Juices'],308,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,3.12,2,I could accept more guests (for an extra fee) but this also needs to be confirmed beforehand.,23.78,1.6848,63.3868,2014
3049791,The Bungalow at 7th Avenue,"Quiet, clean midtown apt w. elevato",Apartment,House,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Coffee machine' 'Smart locks for self check-in'
 'Air conditioning']",7282106,Montgomery,not confirmed,Inexperienced,0,Constitución in Argentina,Argentina,7828,usd,Non Holiday Season,No,03-10-2008,03-10-2009,0.12,82.73,not confirmed,210,0,Moderate,45.34,['Cereals' 'Fruits' 'Vegetables' 'OJ' 'Juices'],318,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",2.26,5,Also friends traveling together could sleep in separate beds for an extra fee (the second bed is either a sofa bed or inflatable bed). Smoking is only allowed on the porch.,23.273,3.051,65.8729,2009
4863925,Singtom Resort,Sunny Room in Old Historical Brooklyn Townhouse,Entire house,Townhouse,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'LED TV' 'Heaters' 'Pool']",1976342,Hunt,not confirmed,Experienced,0,Constitución in Argentina,Argentina,4517,usd,Holiday Season,No,28-09-2013,28-09-2014,0.11,78.5,not confirmed,158,0,Flexible,10.89,['Cereals' 'Fruits' 'Vegetables' 'Eggs' 'Bread and Jam'],359,It would be my pleasure to host them again anytime. They left the place so spotless; I could not even tell if they stayed in the home! Thanks so much! I sincerely hope to host you again,3.96,10,I could accept more guests (for an extra fee) but this also needs to be confirmed beforehand.,22.85,10.692,62.974,2014
2500409,The Home Away from Home,Sunny 2-story Brooklyn townhouse w deck and gardenTimes Square,Shared room,Bed & Breakfast,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Coffee machine' 'Free parking' 'Heaters']",6636851,Perkins,confirmed,Inexperienced,0.13,Oak Lawn in  Texas,Arizona,5955,usd,Holiday Season,Yes,24-07-2019,24-07-2020,0.15,88.45,confirmed,664,0.33,Flexible,21.69,['Cereals' 'Fruits' 'Vegetables' 'Juices' 'Yogurt'],114,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,1.66,7,"My ideal guests would be warm, friendly, and respectful of sharing my home and its rhythms.",35.3435,3.1374,71.6694,2020
6102365,Cozy Cool Cabin,"Very Central, Nomad/Chelsea Loft Studio",Apartment,Unconventional,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Iron and iron board' 'Air conditioning' 'Pool']",5924402,Wilson,not confirmed,Moderately Experienced,0,Capucins in France,France,5154,usd,Holiday Season,No,22-09-2008,22-09-2009,0.11,72.02,not confirmed,775,0,Moderate,41.82,['Cereals' 'Fruits' 'Vegetables' 'Yogurt' 'OJ'],406,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,8.16,1,I could accept more guests (for an extra fee) but this also needs to be confirmed beforehand.,22.202,2.2032,61.1838,2009
6188639,The Jackfruit Tree,Private E. Village Townhouse Stay,Shared room,House,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Coffee machine' 'Free parking' 'Iron and iron board']",9343778,Reed,confirmed,Moderately Experienced,0.13,The Bukit Peninsula in  Indonesia,Colorado,4114,usd,Non Holiday Season,No,10-05-2014,10-05-2015,0.13,83.48,confirmed,247,0.32,Flexible,28.51,['Cereals' 'Fruits' 'Vegetables' 'OJ' 'Eggs'],37,It would be my pleasure to host them again anytime. They left the place so spotless; I could not even tell if they stayed in the home! Thanks so much! I sincerely hope to host you again,7.98,3,Pet friendly but please confirm with me if the pet you are planning on bringing with you is OK,34.2004,6.4638,79.1918,2015
8102540,Palm Springs Bungalow Hideaway,Spacious & Comfy BK Brownstone,Apartment,Condominium,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Iron and iron board' 'Heaters' 'Air conditioning']",2979834,Stephanie,confirmed,Inexperienced,0.12,The Bukit Peninsula in  Indonesia,Sweden,2361,usd,Holiday Season,Yes,13-03-2009,13-03-2010,0.12,85.88,confirmed,493,0.28,Flexible,38.91,['Cereals' 'Fruits' 'Vegetables' 'Eggs' 'Milk'],212,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,7.92,3,I could accept more guests (for an extra fee) but this also needs to be confirmed beforehand.,33.8936,6.4152,86.948,2010
4640596,The Darling North Sanctuary!,LOCATION LOCATION LOCATION Liz's,Shared room,Loft,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Washer and Dryer' 'LED TV' 'Pool']",6029048,Jessica,confirmed,Moderately Experienced,0.14,Richmond in Melbourne,Melbourne,9168,usd,Holiday Season,Yes,26-04-2015,26-04-2016,0.13,69.38,not confirmed,488,0,Strict,49.74,['Cereals' 'Fruits' 'Vegetables' 'Milk' 'OJ'],39,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,6.2,6,Also friends traveling together could sleep in separate beds for an extra fee (the second bed is either a sofa bed or inflatable bed). Smoking is only allowed on the porch.,31.6512,10.044,76.8654,2016
2693124,Silverlake Hills Hidden Gem,Café DuChill — now supporting ASPCA,Private room,Bed & Breakfast,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Coffee machine' 'Pool' 'Washer and Dryer']",9736997,Wells,confirmed,Inexperienced,0.14,Capucins in France,France,9210,usd,Non Holiday Season,Yes,24-12-2010,24-12-2011,0.14,78.03,not confirmed,696,0,Strict,29.42,['Cereals' 'Fruits' 'Vegetables' 'Eggs' 'Bread and Jam'],282,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",1.23,2,I could accept more guests (for an extra fee) but this also needs to be confirmed beforehand.,33.7272,0.6642,47.4251,2011
1021188,Rockaway Beach Villa,"Manhattan Studio, Perfect Location",Entire house,House,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Smart locks for self check-in' 'Coffee machine'
 'Washer and Dryer']",5978162,Andrews,confirmed,Moderately Experienced,0.14,Roma Sur in MexicoCity,MexicoCity,5511,usd,Holiday Season,No,29-04-2022,29-04-2023,0.12,86.28,confirmed,761,0.55,Flexible,41.71,['Cereals' 'Fruits' 'Vegetables' 'Milk' 'Yogurt'],319,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",1.77,7,Pet friendly but please confirm with me if the pet you are planning on bringing with you is OK,35.7072,3.3453,110.0977,2023
1659998,The Artist’s Studio,"17 Flr. Manhattan Views, Nr. Subway",Private room,Loft,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Smart locks for self check-in' 'Free parking'
 'Iron and iron board']",5205025,Carroll,not confirmed,Inexperienced,0,Constitución in Argentina,Argentina,7109,usd,Non Holiday Season,No,26-12-2010,26-12-2011,0.14,86.92,not confirmed,379,0,Strict,10.52,['Cereals' 'Fruits' 'Vegetables' 'Bread and Jam' 'Yogurt'],94,It would be my pleasure to host them again anytime. They left the place so spotless; I could not even tell if they stayed in the home! Thanks so much! I sincerely hope to host you again,1.89,6,Clean up and treat the home the way you'd like your home to be treated,23.692,3.0618,31.1894,2011
5512860,The Award Winning Peter Street B&B,Stylish Large Gramercy Loft!,Apartment,Villa,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Iron and iron board' 'Washer and Dryer'
 'Air conditioning']",5817102,Jones,not confirmed,Moderately Experienced,0,Poncey-Highland in  Georgia,Austria,4341,usd,Non Holiday Season,Yes,23-01-2010,23-01-2011,0.14,78.06,confirmed,720,0.66,Moderate,38.47,['Cereals' 'Fruits' 'Vegetables' 'Muffins' 'Bread and Jam'],80,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,3.58,1,Pet friendly but please confirm with me if the pet you are planning on bringing with you is OK,22.806,0.9666,108.298,2011
5354754,The Bungalow at 7th Avenue,Manhattan Luxury 1-BDRM w/ Terrace,Entire house,Bed & Breakfast,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Smart locks for self check-in' 'Washer and Dryer'
 'Air conditioning']",6325440,Hill,not confirmed,Experienced,0,Richmond in Melbourne,Melbourne,2721,usd,Non Holiday Season,Yes,04-06-2017,04-06-2018,0.12,76.17,not confirmed,640,0,Moderate,17.8,['Cereals' 'Fruits' 'Vegetables' 'Eggs' 'OJ'],202,They were easy to communicate with and left the space in excellent condition. We would be happy to host them again.,5.9,2," I am allergic to cigarettes, so no smoking please, not even in the yard. A quiet homecoming is much appreciated at the end of the evening's nightlife.",22.617,3.186,54.406,2018
4305649,The Brooklyn Penthouse,Snug & Private Bedroom only 30-35 min to Manhattan,Private room,Loft,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Smart locks for self check-in' 'Free parking'
 'Washer and Dryer']",4785092,Baptiste,confirmed,Moderately Experienced,0.15,Constitución in Argentina,Argentina,9597,usd,Holiday Season,Yes,23-08-2012,23-08-2013,0.11,79.73,confirmed,680,0.21,Flexible,54.05,['Cereals' 'Fruits' 'Vegetables' 'Muffins' 'Bread and Jam'],488,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",9.21,7,Pet friendly but please confirm with me if the pet you are planning on bringing with you is OK,34.9325,17.4069,105.5921,2013
1591860,The Magenta,"BEAUTIFUL APARTMENT, GREAT LOCATION",Shared room,Condominium,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Coffee machine' 'Iron and iron board'
 'Washer and Dryer']",7827746,Jsun,confirmed,Moderately Experienced,0.13,Constitución in Argentina,Argentina,3888,usd,Holiday Season,Yes,28-03-2009,28-03-2010,0.13,81.17,confirmed,369,0.5,Flexible,22.95,['Cereals' 'Fruits' 'Vegetables' 'Milk' 'Muffins'],398,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",8.27,5,Also friends traveling together could sleep in separate beds for an extra fee (the second bed is either a sofa bed or inflatable bed). Smoking is only allowed on the porch.,33.6691,11.1645,92.1346,2010
7473658,Oasis of Trees and Tranquility,Super clean & new 1 bedroom apartment,Entire house,House,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Free parking' 'Iron and iron board' 'Heaters']",1283826,Sawyer,confirmed,Experienced,0.14,Triana in Spain,Spain,4373,usd,Holiday Season,Yes,29-04-2016,29-04-2017,0.11,71.5,confirmed,125,0.61,Moderate,42.94,['Cereals' 'Fruits' 'Vegetables' 'Muffins' 'Yogurt'],378,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",7.02,4,Clean up and treat the home the way you'd like your home to be treated,32.16,7.5816,87.4032,2017
8963272,Radcliff Refuge,Spacious Brownstone Apt with Private Backyard,Apartment,Condominium,"['Wifi' 'Hot water bath' 'Fully equipped kitchen' 'proper double bed'
 'first aid kits' 'Iron and iron board' 'Free parking' 'Pool']",8398396,Reed,confirmed,Moderately Experienced,0.13,Hammerbrook in Germany,Germany,6972,usd,Holiday Season,Yes,28-11-2022,28-11-2023,0.13,74.31,confirmed,816,0.58,Strict,20.05,['Cereals' 'Fruits' 'Vegetables' 'Bread and Jam' 'OJ'],318,"When we first stumbled upon this flat on AirBnB, it seemed almost too good to be true. There must be a catch! But everything was as perfect as it seemed online. (Host Name) is the most thoughtful, gracious host.",2.33,2,No smoking,32.0913,1.2582,81.6373,2023
